locale,code,name,descr
"ko","SB","솔로몬 제도","솔로몬 제도"
"ko","SC","세이셸","세이셸"
"ko","SD","수단","수단"
"ko","SE","스웨덴","스웨덴"
"ko","SG","싱가포르","싱가포르"
"ko","SH","세인트 헬레나","세인트 헬레나"
"ko","SI","슬로베니아","슬로베니아"
"ko","SJ","스발바르","스발바르"
"ko","SK","슬로바키아","슬로바키아"
"ko","SL","시에라리온","시에라리온"
"ko","SM","산마리노","산마리노"
"ko","SN","세네갈","세네갈"
"ko","SO","소말리아","소말리아"
"ko","SR","수리남","수리남"
"ko","SS","남수단","남수단"
"ko","ST","상투메 프린시페","상투메 프린시페"
"ko","SV","엘살바도르","엘살바도르"
"ko","SX","신트마르텐","신트마르텐(네덜란드 영역)"
"ko","SZ","에스와티니","에스와티니"
"ko","TC","투르크시 카이코신","터크스 케이커스 제도"
"ko","TD","차드","차드"
"ko","TF","프랑스령 남방 영토","프랑스령 남부 및 남극지역"
"ko","TG","토고","토고"
"ko","TH","태국","태국"
"ko","TJ","타지키스탄","타지키스탄"
"ko","TK","토켈라우 제도","토켈라우 제도"
"ko","TL","동티모르","동티모르"
"ko","TM","투르크메니스탄","투르크메니스탄"
"ko","TN","튀니지","튀니지"
"ko","TO","통가","통가"
"ko","TP","동티모르","동티모르"
"ko","TR","터키","터키"
"ko","TT","트리니다드, 토바고","트리니다드 토바고"
"ko","TV","투발루","투발루"
"ko","TW","대만","대만"
"ko","TZ","탄자니아","탄자니아"
"ko","UA","우크라이나","우크라이나"
"ko","UG","우간다","우간다"
"ko","UM","소수 외부 제도","미국 소수 외부 제도"
"ko","US","US","US"
"ko","UY","우루과이","우루과이"
"ko","UZ","우즈베키스탄","우즈베키스탄"
"ko","VA","바티칸 시국","바티칸 시국"
"ko","VC","세인트 빈센트","세인트 빈센트 그레나딘"
"ko","VE","베네수엘라","베네수엘라"
"ko","VG","영국령 버진 아일랜드","영국령 버진 아일랜드"
"ko","VI","US 버진 아일랜드","미국령 버진 아일랜드"
"ko","VN","베트남","베트남"
"ko","VU","바누아투","바누아투"
"ko","WF","월리스 푸투나","월리스 푸투나 제도"
"ko","WS","사모아","사모아"
"ko","YE","예멘","예멘"
"ko","YT","마요트","마요트"
"ko","ZA","남아프리카 공화국","남아프리카 공화국"
"ko","ZM","잠비아","잠비아"
"ko","ZW","짐바브웨","짐바브웨"
