locale,code,name,descr
"el","JP","Ιαπωνία","Ιαπωνία"
"el","KE","Κένυα","Κένυα"
"el","KG","Κιργιζία","Κιργιζία"
"el","KH","Καμπότζη","Καμπότζη"
"el","KI","Κιριμπάτι","Κιριμπάτι"
"el","KM","Κομόρες","Κομόρες"
"el","KN","Αγ.Χριστόφ.&Νέβις","Άγιος Χριστόφορος και Νέβις"
"el","KR","Νότια Κορέα","Νότια Κορέα"
"el","KW","Κουβέιτ","Κουβέιτ"
"el","KY","Νήσοι Κέιμαν","Νήσοι Κέιμαν"
"el","KZ","Καζακστάν","Καζακστάν"
"el","LA","Λάος","Λάος"
"el","LB","Λίβανος","Λίβανος"
"el","LC","Αγία Λουκία","Αγία Λουκία"
"el","LI","Λίχτενσταϊν","Λίχτενσταϊν"
"el","LK","Σρι Λάνκα","Σρι Λάνκα"
"el","LR","Λιβερία","Λιβερία"
"el","LS","Λεσότο","Λεσότο"
"el","LT","Λιθουανία","Λιθουανία"
"el","LU","Λουξεμβούργο","Λουξεμβούργο"
"el","LV","Λετονία","Λετονία"
"el","LY","Λιβύη","Λιβύη"
"el","MA","Μαρόκο","Μαρόκο"
"el","MC","Μονακό","Μονακό"
"el","MD","Μολδαβία","Μολδαβία"
"el","ME","Μαυροβούνιο","Μαυροβούνιο"
"el","MF","Άγιος Μαρτίνος","Άγιος Μαρτίνος"
"el","MG","Μαδαγασκάρη","Μαδαγασκάρη"
"el","MH","Νήσοι Μάρσαλ","Νήσοι Μάρσαλ"
"el","MK","Βόρεια Μακεδονία","Δημοκρατία Βόρειας Μακεδονίας"
"el","ML","Μάλι","Μάλι"
"el","MM","Μιανμάρ","Μιανμάρ"
"el","MN","Μογγολία","Μογγολία"
"el","MO","Μακάου, Κίνα","Μακάου, Κίνα"
"el","MP","Νήσος Β.Μαριάνα","Βόρειες Μαριάνες Νήσοι"
"el","MQ","Μαρτινίκα","Μαρτινίκα"
"el","MR","Μαυριτανία","Μαυριτανία"
"el","MS","Μοντσερράτ","Μοντσερράτ"
"el","MT","Μάλτα","Μάλτα"
"el","MU","Μαυρίκιος","Μαυρίκιος"
"el","MV","Μαλδίβες","Μαλδίβες"
"el","MW","Μαλάουι","Μαλάουι"
"el","MX","Μεξικό","Μεξικό"
"el","MY","Μαλαισία","Μαλαισία"
"el","MZ","Μοζαμβίκη","Μοζαμβίκη"
"el","NA","Ναμίμπια","Ναμίμπια"
"el","NC","Νέα Καληδονία","Νέα Καληδονία"
"el","NE","Nίγηρας","Nίγηρας"
"el","NF","Νήσοι Νόρφολκ","Νήσοι Νόρφολκ"
"el","NG","Νιγηρία","Νιγηρία"
"el","NI","Νικαράγουα","Νικαράγουα"
"el","NL","Ολλανδία","Ολλανδία"
